STATUS,AGENDA_DATE,ITEM_NUMBER,REQUEST_TYPE,POSTING_LANGUAGE,LEAD_DEPT,SUB-DEPTS,TAGS,ATTACHMENTS,ITEM_TYPE,CURRENT_STATUS,CURRENT_STATUS_UPDATED,PERSONAL_TAG
Closed,09/14/2023 12:00:00 AM,079,Resolution,"Approve a resolution initiating site-specific variances and amendments to City
Code Title 25 (Land Development), including Chapter 25-8, Subchapter A, Article
13 (Save Our Springs Initiative), as minimally required to allow for proposed
development of residential Lots 18 and 19 within the Stenger Addition
Subdivision known as 1905 and 1908 Airole Way, located within the Barton Springs
Zone.",Watershed Protection,,"Zoning,Environment",https://www.austintexas.gov/department/city-council/2023/20230914-reg.htm#079,Item,,,
Closed,09/14/2023 12:00:00 AM,082,Resolution,"Approve a resolution initiating amendments to City Code Title 25 (Land
Development) to require access to natural light for all sleeping rooms in new
buildings.",Development Services Department,"Development Services Department,Planning","Zoning,Equity,Health",https://www.austintexas.gov/department/city-council/2023/20230914-reg.htm#082,Item,"All of the goals were accomplished. In April 2024, a draft ordinance was
presented to and adopted by the Council, amending the 2021 International
Building Code. The amendment took effect in May 2024. The same amendment has
been recommended for adoption in the 2024 International Building Code, which
will be presented to the Council later this year.",04/30/2025 08:25:32 PM,
Closed,09/14/2023 12:00:00 AM,083,Resolution,"Approve a resolution initiating amendments to City Code Title 25 (Land
Development) related to allowing recreational vehicles and tiny homes within
single-family districts.",Planning,"Austin Energy,Austin Water,Development Services Department","Zoning,Affordable Housing",https://www.austintexas.gov/department/city-council/2023/20230914-reg.htm#083,Item,,,
Closed,09/14/2023 12:00:00 AM,132,Resolution,"Approve a resolution directing the City Manager to develop and implement an
enhanced data release (“The APD Open Policing Data Release”) for the Austin
Police Department and report back to Council.",Austin Police Department,,"Public Safety,Equity",https://www.austintexas.gov/department/city-council/2023/20230914-reg.htm#132,Item,"Memo sent to Mayor and Council March 25, 2024.",04/30/2025 02:43:41 PM,
Closed,09/14/2023 12:00:00 AM,133,Resolution,"Approve a resolution initiating amendments to City Code Title 25 (Land
Development) to amend the Residential in Commercial (RIC) voluntary incentive
program that allows residential uses in commercial zoning districts.",Planning,,Zoning,https://www.austintexas.gov/department/city-council/2023/20230914-reg.htm#133,Item,,,
Closed,09/21/2023 12:00:00 AM,068,Resolution,"Approve a resolution expressing the Council’s commitment to end suicide;
directing the City Manager to perform additional outreach on the prevention of
suicide, initiate amendments to Section 4-3-45 of the City Code related to
design and operation requirements of an archery range or shooting facility and
report back to Council by November 2023; and adding the City’s support to end
suicide by adding it to the City’s legislative agendas.",Austin Public Health,"Austin Police Department,Austin Fire Department,Intergovernmental Relations","Public Safety,Health,Education",https://www.austintexas.gov/department/city-council/2023/20230921-reg.htm#068,Item,"Memo sent to Mayor and Council April 18, 2024.",04/30/2025 02:54:50 PM,
Closed,09/21/2023 12:00:00 AM,099,Resolution,"Approve a resolution directing the City Manager to revise and implement certain
policies related to training, investigations, and reporting by the Office of
Police Oversight, provide updates to the Public Safety Committee, and creation
of a public workgroup.",Office of Police Oversight,,Public Safety,https://www.austintexas.gov/department/city-council/2023/20230921-reg.htm#099,Item,"Office of Police Oversight (OPO) has revised and implemented policies related to
training, investigations, and reporting as directed by City Council Resolution
20230921-099. A memo detailing OPO's achievements has been issued, and this item
is now closed. OPO remains committed to transparency, accountability, and
alignment with City Council’s directives and continues to enhance oversight
practices while engaging the public through accessible reporting and regular
community dialogue.",09/02/2025 08:19:13 PM,
Closed,09/21/2023 12:00:00 AM,101,Resolution,"Approve a resolution directing further exploration of on-site affordable housing
at 1215 Red River Street and 606 East 12th Street, formerly known as
HealthSouth.",Housing,,"Affordable Housing,Downtown,Local Business",https://www.austintexas.gov/department/city-council/2023/20230921-reg.htm#101,Item,,,
Closed,11/02/2023 12:00:00 AM,023,Resolution,"Approve a resolution directing the City Manager to create and execute a plan to
support a positive, safe, and inclusive experience for viewing the total eclipse
on April 8, 2024.",Homeland Security and Emergency Management,,"Culture,Parkland,Public Safety,Education",https://www.austintexas.gov/department/city-council/2023/20231102-reg.htm#023,Item,,,
Closed,11/02/2023 12:00:00 AM,024,Resolution,"Approve a resolution directing the City Manager to explore opportunities and
develop a strategy to build awareness and minimize barriers for house relocation
and deconstruction",Development Services Department,"Development Services Department,Planning",Affordable Housing,https://www.austintexas.gov/department/city-council/2023/20231102-reg.htm#024,Item,This item is complete.,02/07/2025 11:01:00 PM,
Closed,11/09/2023 12:00:00 AM,027,Resolution,"Approve a resolution initiating amendments to City Code Title 25 to amend the
North Burnet/Gateway Regulating Plan and waiving the requirement for
recommendation by the Codes and Ordinances Joint Committee.",Planning,,Zoning,https://www.austintexas.gov/department/city-council/2023/20231109-reg.htm#027,Item,,,
Closed,11/09/2023 12:00:00 AM,028,Resolution,"Approve a resolution directing the City Manager to bring to Council an ordinance
establishing a 100 percent exemption from the City’s ad valorem property tax for
eligible child-care facility operators if Proposition 2, a state constitutional
amendment, is approved by voters and directing the exploration of a mechanism to
provide licensed or registered home-based child-care providers similar property
tax relief.",Austin Public Health,,"Equity,Education",https://www.austintexas.gov/department/city-council/2023/20231109-reg.htm#028,Item,"Memo sent to Mayor and Council October 17, 2024.",04/30/2025 02:55:55 PM,
Closed,11/09/2023 12:00:00 AM,056,Resolution,"Approve a resolution initiating amendments to City Code, including Title 25
(Land Development), related to bicycle parking requirements; encouraging timely
updates to the Transportation Criteria Manual (TCM) related to bicycle parking
requirements; and directing the exploration of incentives for existing
developments to install bicycle parking per the updated City Code and TCM
requirements.",Transportation and Public Works,,Transportation,https://www.austintexas.gov/department/city-council/2023/20231109-reg.htm#056,Item,,,
Closed,11/30/2023 12:00:00 AM,076,Resolution,"Approve a resolution authorizing the City Manager to negotiate and enter an
agreement with a charity that will auction a collection of police badges and
challenge coins to raise funds to assist police officers and their families
during times of financial hardship.",Austin Police Department,"Austin Public Library,Austin Police Department",Public Safety,https://www.austintexas.gov/department/city-council/2023/20231130-reg.htm#076,Item,"The Austin Police Department (APD) is in the process of making final
arrangements with an area nonprofit organization that can assist in completing
this work. In the interim, APD has worked with Council Member Kelly’s staff and
members of the Austin Public Library (APL) to identify an appropriate location
for public viewing prior to the auction of the collection. APL staff has offered
the use of the Spicewood Springs Branch Library which is located in Council
Member Kelly’s district, and will utilize existing Cityowned equipment for the
display. APD anticipates that all work associated with this Council direction
will be completed by the end of the 2024 calendar year.",04/30/2025 02:45:13 PM,
Closed,12/14/2023 12:00:00 AM,068,Resolution,"Approve a resolution directing the City Manager to bring an ordinance to Council
to amend the fee and fine ordinance (Ordinance No. 20230816-007) to remove the
non-resident library card fee for residents of the City’s limited purpose and
extraterritorial jurisdictions from the fee schedule.",Austin Public Library,,"Education,Culture,Equity",https://www.austintexas.gov/department/city-council/2023/20231214-reg.htm#068,Item,"On February 29, 2024, the Austin City Council passed Ordinance No. 20240229‐045,
which broadened the availability of free Austin Public Library cards to
encompass residents residing within the city's Limited Purpose and
Extraterritorial Jurisdictions.",04/30/2025 03:22:27 PM,
